match_id,batter,runs,balls_faced
335982.0,AA Noffke,9.0,12
335982.0,B Akhil,0.0,2
335982.0,BB McCullum,158.0,77
335982.0,CL White,6.0,10
335982.0,DJ Hussey,12.0,12
335982.0,JH Kallis,8.0,7
335982.0,MV Boucher,7.0,11
335982.0,Mohammad Hafeez,5.0,3
335982.0,P Kumar,18.0,17
335982.0,R Dravid,2.0,3
335982.0,RT Ponting,20.0,20
335982.0,SB Joshi,3.0,8
335982.0,SC Ganguly,10.0,12
335982.0,V Kohli,1.0,5
335982.0,W Jaffer,6.0,18
335982.0,Z Khan,3.0,8
335983.0,IK Pathan,3.0,5
335983.0,JDP Oram,13.0,11
335983.0,JR Hopes,71.0,34
335983.0,K Goel,24.0,20
335983.0,KC Sangakkara,54.0,35
335983.0,MEK Hussey,116.0,54
335983.0,ML Hayden,25.0,17
335983.0,MS Dhoni,2.0,3
335983.0,PA Patel,15.0,11
335983.0,S Badrinath,31.0,14
335983.0,SK Raina,32.0,14
335983.0,SM Katich,21.0,17
335983.0,Yuvraj Singh,23.0,13
335984.0,D Salunkhe,26.0,20
335984.0,DS Lehmann,1.0,2
335984.0,G Gambhir,58.0,49
335984.0,M Kaif,9.0,19
335984.0,M Rawat,2.0,4
335984.0,RA Jadeja,29.0,24
335984.0,S Dhawan,52.0,44
335984.0,SK Trivedi,3.0,7
335984.0,SK Warne,14.0,13
335984.0,SR Watson,21.0,15
335984.0,T Kohli,7.0,13
335984.0,V Sehwag,12.0,4
335984.0,YK Pathan,10.0,5
335985.0,AM Nayar,20.0,15
335985.0,B Akhil,3.0,6
335985.0,DJ Thornely,0.0,6
335985.0,Harbhajan Singh,2.0,2
335985.0,JH Kallis,25.0,24
335985.0,L Ronchi,8.0,10
335985.0,LRPL Taylor,23.0,13
335985.0,MV Boucher,39.0,20
335985.0,PR Shah,19.0,23
335985.0,R Dravid,32.0,33
335985.0,RV Uthappa,48.0,38
335985.0,S Chanderpaul,16.0,12
335985.0,SM Pollock,28.0,12
335985.0,ST Jayasuriya,29.0,17
335985.0,V Kohli,23.0,15
335986.0,A Symonds,32.0,41
335986.0,AC Gilchrist,23.0,24
335986.0,AS Yadav,10.0,10
335986.0,BB McCullum,5.0,5
335986.0,DJ Hussey,38.0,45
335986.0,LR Shukla,4.0,6
335986.0,Mohammad Hafeez,13.0,13
335986.0,RG Sharma,0.0,3
335986.0,RP Singh,1.0,2
335986.0,RT Ponting,0.0,1
335986.0,SB Bangar,14.0,10
335986.0,SB Styris,6.0,7
335986.0,SC Ganguly,14.0,35
335986.0,VVS Laxman,0.0,6
335986.0,WP Saha,10.0,17
335986.0,WPUJC Vaas,0.0,1
335986.0,Y Venugopal Rao,14.0,14
335987.0,B Lee,0.0,2
335987.0,DPMD Jayawardene,2.0,5
335987.0,DS Lehmann,17.0,17
335987.0,IK Pathan,12.0,19
335987.0,JR Hopes,16.0,16
335987.0,K Goel,26.0,21
335987.0,KC Sangakkara,20.0,8
335987.0,Kamran Akmal,15.0,10
335987.0,M Kaif,5.0,8
335987.0,PP Chawla,24.0,11
335987.0,RA Jadeja,36.0,27
335987.0,S Sohal,4.0,4
335987.0,SR Watson,76.0,51
335987.0,WA Mota,1.0,1
335987.0,YK Pathan,7.0,6
335987.0,Yuvraj Singh,57.0,35
335988.0,A Symonds,12.0,13
335988.0,AC Gilchrist,8.0,9
335988.0,AS Yadav,12.0,7
335988.0,G Gambhir,12.0,9
335988.0,RG Sharma,66.0,37
335988.0,RP Singh,1.0,1
335988.0,S Dhawan,25.0,31
335988.0,SB Bangar,8.0,14
335988.0,Shahid Afridi,2.0,7
335988.0,V Sehwag,94.0,43
335988.0,VVS Laxman,2.0,6
335988.0,WPUJC Vaas,12.0,6
335988.0,Y Venugopal Rao,14.0,22
335989.0,A Nehra,1.0,2
335989.0,AM Nayar,45.0,20
335989.0,DJ Bravo,24.0,17
335989.0,Harbhajan Singh,28.0,14
335989.0,JDP Oram,5.0,2
335989.0,L Ronchi,2.0,4
335989.0,MA Khote,9.0,5
335989.0,MEK Hussey,5.0,9
335989.0,ML Hayden,81.0,47
335989.0,MS Dhoni,30.0,17
335989.0,PA Patel,14.0,12
335989.0,RV Uthappa,43.0,36
335989.0,S Badrinath,2.0,1
335989.0,SK Raina,53.0,39
335989.0,SM Pollock,17.0,18
335989.0,ST Jayasuriya,20.0,12
335990.0,A Symonds,117.0,57
335990.0,AC Gilchrist,13.0,9
335990.0,AS Yadav,16.0,10
335990.0,D Salunkhe,1.0,1
335990.0,GC Smith,71.0,46
335990.0,Kamran Akmal,12.0,9
335990.0,M Kaif,34.0,16
335990.0,Pankaj Singh,4.0,3
335990.0,RA Jadeja,1.0,3
335990.0,RG Sharma,36.0,30
335990.0,SK Warne,22.0,9
335990.0,SR Watson,4.0,6
335990.0,Shahid Afridi,10.0,4
335990.0,VVS Laxman,16.0,16
335990.0,YK Pathan,61.0,29
335991.0,A Nehra,2.0,10
335991.0,AM Nayar,2.0,3
335991.0,B Lee,16.0,9
335991.0,DJ Bravo,23.0,22
335991.0,DPMD Jayawardene,12.0,7
335991.0,DS Kulkarni,2.0,17
335991.0,Harbhajan Singh,0.0,1
335991.0,IK Pathan,6.0,3
335991.0,K Goel,18.0,21
335991.0,KC Sangakkara,94.0,58
335991.0,L Ronchi,11.0,9
335991.0,MA Khote,8.0,7
335991.0,PP Chawla,0.0,1
335991.0,RR Sarwan,7.0,9
335991.0,RV Uthappa,21.0,19
335991.0,S Sohal,0.0,4
335991.0,S Sreesanth,0.0,1
335991.0,SM Pollock,22.0,21
335991.0,SS Tiwary,17.0,10
335991.0,ST Jayasuriya,1.0,7
335991.0,VRV Singh,4.0,2
335991.0,Yuvraj Singh,18.0,9
335992.0,GC Smith,49.0,42
335992.0,JH Kallis,11.0,10
335992.0,LRPL Taylor,44.0,21
335992.0,M Kaif,4.0,6
335992.0,M Rawat,0.0,2
335992.0,MV Boucher,4.0,10
335992.0,P Kumar,34.0,30
335992.0,R Dravid,0.0,1
335992.0,R Vinay Kumar,1.0,1
335992.0,S Chanderpaul,2.0,9
335992.0,SB Joshi,3.0,8
335992.0,SR Watson,61.0,43
335992.0,V Kohli,13.0,16
335992.0,YK Pathan,21.0,12
335992.0,Z Khan,17.0,18
335993.0,AB Agarkar,11.0,9
335993.0,BB McCullum,24.0,12
335993.0,DJ Hussey,0.0,2
335993.0,I Sharma,4.0,3
335993.0,LR Shukla,42.0,35
335993.0,M Kartik,3.0,3
335993.0,ML Hayden,70.0,50
335993.0,MS Dhoni,43.0,27
335993.0,Mohammad Hafeez,16.0,24
335993.0,PA Patel,21.0,30
335993.0,RT Ponting,0.0,1
335993.0,SC Ganguly,12.0,21
335993.0,WP Saha,27.0,16
335994.0,AC Gilchrist,109.0,50
335994.0,AM Nayar,34.0,20
335994.0,AM Rahane,0.0,7
335994.0,DJ Bravo,34.0,18
335994.0,L Ronchi,13.0,11
335994.0,MA Khote,7.0,10
335994.0,RV Uthappa,6.0,5
335994.0,SM Pollock,31.0,31
335994.0,ST Jayasuriya,18.0,23
335994.0,VVS Laxman,37.0,27
335995.0,B Lee,1.0,3
335995.0,DPMD Jayawardene,15.0,15
335995.0,G Gambhir,18.0,14
335995.0,IK Pathan,10.0,7
335995.0,K Goel,1.0,3
335995.0,KC Sangakkara,4.0,2
335995.0,KD Karthik,24.0,14
335995.0,MF Maharoof,18.0,12
335995.0,MK Tiwary,39.0,36
335995.0,R Bhatia,17.0,15
335995.0,S Dhawan,0.0,3
335995.0,SM Katich,75.0,55
335995.0,Shoaib Malik,19.0,19
335995.0,TM Srivastava,7.0,9
335995.0,V Sehwag,6.0,7
335995.0,VY Mahesh,6.0,5
335995.0,Yuvraj Singh,40.0,29
335996.0,B Akhil,2.0,3
335996.0,B Chipli,8.0,12
335996.0,DW Steyn,1.0,2
335996.0,JH Kallis,14.0,10
335996.0,LRPL Taylor,53.0,36
335996.0,MEK Hussey,47.0,37
335996.0,ML Hayden,13.0,21
335996.0,MS Dhoni,65.0,31
335996.0,MV Boucher,4.0,6
335996.0,P Kumar,6.0,5
335996.0,PA Patel,21.0,17
335996.0,R Dravid,0.0,1
335996.0,SK Raina,28.0,17
335996.0,V Kohli,12.0,7
335996.0,W Jaffer,50.0,36
335996.0,Z Khan,8.0,6
335997.0,AB Agarkar,2.0,7
335997.0,AM Rahane,4.0,12
335997.0,BB McCullum,1.0,2
335997.0,DB Das,29.0,21
335997.0,DJ Bravo,64.0,53
335997.0,DJ Hussey,17.0,20
335997.0,LR Shukla,40.0,24
335997.0,M Kartik,10.0,12
335997.0,MK Pandey,0.0,4
335997.0,Mohammad Hafeez,2.0,6
335997.0,RT Ponting,19.0,31
335997.0,RV Uthappa,37.0,39
335997.0,SC Ganguly,4.0,2
335997.0,ST Jayasuriya,18.0,10
335998.0,G Gambhir,86.0,54
335998.0,JH Kallis,54.0,44
335998.0,KD Karthik,2.0,4
335998.0,LRPL Taylor,29.0,15
335998.0,MK Tiwary,11.0,9
335998.0,MV Boucher,31.0,17
335998.0,P Kumar,6.0,5
335998.0,R Bhatia,8.0,5
335998.0,R Dravid,38.0,30
335998.0,S Dhawan,50.0,33
335998.0,Shoaib Malik,6.0,4
335998.0,V Kohli,1.0,1
335998.0,V Sehwag,24.0,13
335998.0,W Jaffer,10.0,9
335999.0,AC Gilchrist,6.0,6
335999.0,D Kalyankrishna,3.0,8
335999.0,DNT Zoysa,1.0,2
335999.0,DPMD Jayawardene,45.0,25
335999.0,HH Gibbs,7.0,10
335999.0,KC Sangakkara,3.0,4
335999.0,RG Sharma,76.0,42
335999.0,RP Singh,2.0,2
335999.0,RR Sarwan,15.0,15
335999.0,SB Bangar,3.0,8
335999.0,SE Marsh,84.0,63
335999.0,Shahid Afridi,13.0,7
335999.0,VVS Laxman,48.0,35
335999.0,Y Venugopal Rao,1.0,2
335999.0,Yuvraj Singh,14.0,10
336000.0,AB Agarkar,20.0,15
336000.0,AB Dinda,1.0,3
336000.0,BJ Hodge,1.0,3
336000.0,DB Das,11.0,13
336000.0,DJ Hussey,42.0,32
336000.0,GC Smith,2.0,7
336000.0,I Sharma,1.0,1
336000.0,LR Shukla,2.0,2
336000.0,M Kaif,21.0,19
336000.0,M Rawat,1.0,1
336000.0,RA Jadeja,33.0,20
336000.0,SA Asnodkar,60.0,35
336000.0,SC Ganguly,51.0,41
336000.0,SK Warne,7.0,8
336000.0,SR Watson,0.0,1
336000.0,Salman Butt,7.0,8
336000.0,Sohail Tanvir,3.0,3
336000.0,Umar Gul,2.0,2
336000.0,WP Saha,1.0,2
336000.0,YK Pathan,55.0,33
336001.0,AB de Villiers,26.0,22
336001.0,G Gambhir,50.0,37
336001.0,JA Morkel,28.0,16
336001.0,MS Dhoni,32.0,28
336001.0,PA Patel,21.0,21
336001.0,S Badrinath,11.0,5
336001.0,S Dhawan,19.0,17
336001.0,S Vidyut,54.0,38
336001.0,SK Raina,3.0,4
336001.0,SP Fleming,13.0,14
336001.0,V Sehwag,71.0,42
336002.0,AC Gilchrist,46.0,38
336002.0,AS Yadav,8.0,8
336002.0,B Akhil,27.0,7
336002.0,CL White,31.0,23
336002.0,DB Ravi Teja,7.0,7
336002.0,HH Gibbs,47.0,36
336002.0,JH Kallis,31.0,25
336002.0,LPC Silva,0.0,2
336002.0,Misbah-ul-Haq,34.0,28
336002.0,R Dravid,31.0,21
336002.0,RG Sharma,17.0,17
336002.0,RP Singh,1.0,3
336002.0,V Kohli,9.0,5
336002.0,W Jaffer,5.0,5
336002.0,WPUJC Vaas,0.0,3
336002.0,Y Venugopal Rao,26.0,12
336003.0,AB Agarkar,1.0,2
336003.0,BJ Hodge,1.0,3
336003.0,DB Das,5.0,8
336003.0,DJ Hussey,71.0,47
336003.0,DPMD Jayawardene,10.0,6
336003.0,IK Pathan,24.0,28
336003.0,JR Hopes,18.0,12
336003.0,K Goel,6.0,7
336003.0,KC Sangakkara,28.0,23
336003.0,LR Shukla,7.0,10
336003.0,Mohammad Hafeez,13.0,12
336003.0,PP Chawla,21.0,7
336003.0,SC Ganguly,5.0,8
336003.0,SE Marsh,40.0,32
336003.0,WP Saha,59.0,32
336003.0,Yuvraj Singh,17.0,10
336004.0,AB de Villiers,21.0,17
336004.0,AM Nayar,2.0,6
336004.0,DJ Bravo,2.0,4
336004.0,DJ Thornely,30.0,24
336004.0,G Gambhir,1.0,9
336004.0,GD McGrath,0.0,2
336004.0,KD Karthik,28.0,23
336004.0,Mohammad Asif,0.0,1
336004.0,PJ Sangwan,2.0,4
336004.0,R Bhatia,9.0,8
336004.0,RR Raje,6.0,5
336004.0,RV Uthappa,22.0,21
336004.0,S Dhawan,1.0,3
336004.0,SM Pollock,33.0,17
336004.0,SS Tiwary,9.0,10
336004.0,ST Jayasuriya,34.0,16
336004.0,Shoaib Malik,24.0,22
336004.0,V Sehwag,40.0,20
336004.0,VY Mahesh,3.0,5
336004.0,YV Takawale,14.0,21
336005.0,GC Smith,35.0,48
336005.0,JA Morkel,42.0,33
336005.0,Joginder Sharma,0.0,1
336005.0,M Muralitharan,0.0,3
336005.0,M Ntini,11.0,13
336005.0,MS Dhoni,1.0,7
336005.0,MS Gony,1.0,4
336005.0,PA Patel,0.0,1
336005.0,S Badrinath,15.0,14
336005.0,S Vidyut,5.0,11
336005.0,SA Asnodkar,32.0,31
336005.0,SK Raina,27.0,27
336005.0,SP Fleming,0.0,2
336005.0,SR Watson,14.0,8
336005.0,YK Pathan,8.0,6
336006.0,A Kumble,3.0,7
336006.0,CL White,0.0,1
336006.0,DPMD Jayawardene,17.0,23
336006.0,DT Patil,4.0,1
336006.0,DW Steyn,1.0,3
336006.0,IK Pathan,17.0,18
336006.0,JH Kallis,0.0,3
336006.0,JR Hopes,5.0,5
336006.0,Misbah-ul-Haq,8.0,8
336006.0,P Kumar,0.0,2
336006.0,R Dravid,66.0,51
336006.0,RR Sarwan,31.0,32
336006.0,SE Marsh,39.0,35
336006.0,V Kohli,34.0,39
336006.0,W Jaffer,0.0,5
336006.0,Yuvraj Singh,1.0,4
336006.0,Z Khan,0.0,1
336007.0,AC Gilchrist,54.0,37
336007.0,HH Gibbs,10.0,10
336007.0,JA Morkel,29.0,19
336007.0,Joginder Sharma,16.0,10
336007.0,MS Dhoni,23.0,32
336007.0,MS Gony,15.0,6
336007.0,PA Patel,4.0,6
336007.0,RG Sharma,23.0,17
336007.0,S Anirudha,1.0,8
336007.0,S Badrinath,0.0,5
336007.0,SB Styris,36.0,42
336007.0,SK Raina,32.0,21
336007.0,SP Fleming,14.0,17
336007.0,Shahid Afridi,20.0,6
336008.0,AM Nayar,12.0,14
336008.0,DJ Bravo,1.0,6
336008.0,GC Smith,5.0,9
336008.0,M Kaif,4.0,7
336008.0,M Rawat,1.0,5
336008.0,MM Patel,0.0,1
336008.0,RA Jadeja,0.0,1
336008.0,RV Uthappa,34.0,24
336008.0,SA Asnodkar,39.0,38
336008.0,SK Trivedi,1.0,3
336008.0,SK Warne,7.0,8
336008.0,SR Watson,32.0,22
336008.0,ST Jayasuriya,18.0,20
336008.0,Sohail Tanvir,6.0,6
336008.0,YK Pathan,1.0,3
336008.0,YV Takawale,27.0,35
336009.0,AB de Villiers,0.0,1
336009.0,CK Kapugedera,8.0,9
336009.0,G Gambhir,80.0,51
336009.0,JA Morkel,30.0,15
336009.0,KD Karthik,6.0,3
336009.0,MK Tiwary,5.0,2
336009.0,MS Dhoni,33.0,33
336009.0,MS Gony,13.0,6
336009.0,S Badrinath,8.0,5
336009.0,S Dhawan,59.0,48
336009.0,S Vidyut,40.0,25
336009.0,SK Raina,1.0,2
336009.0,SP Fleming,44.0,30
336009.0,Shoaib Malik,2.0,3
336009.0,V Sehwag,23.0,18
336010.0,A Chopra,2.0,5
336010.0,BJ Hodge,10.0,12
336010.0,CL White,30.0,16
336010.0,DJ Hussey,26.0,12
336010.0,J Arunkumar,22.0,18
336010.0,LR Shukla,11.0,9
336010.0,M Kartik,17.0,13
336010.0,MV Boucher,50.0,40
336010.0,P Kumar,4.0,2
336010.0,R Dravid,5.0,11
336010.0,S Chanderpaul,7.0,12
336010.0,SC Ganguly,20.0,23
336010.0,T Taibu,15.0,12
336010.0,Umar Gul,6.0,2
336010.0,WP Saha,17.0,10
336011.0,AC Gilchrist,61.0,49
336011.0,DB Ravi Teja,6.0,8
336011.0,GC Smith,40.0,43
336011.0,HH Gibbs,19.0,20
336011.0,M Kaif,17.0,15
336011.0,PP Ojha,1.0,2
336011.0,RG Sharma,5.0,8
336011.0,RP Singh,2.0,4
336011.0,SB Bangar,3.0,6
336011.0,SB Styris,13.0,11
336011.0,SR Watson,5.0,2
336011.0,Shahid Afridi,1.0,3
336011.0,Y Venugopal Rao,23.0,11
336011.0,YK Pathan,68.0,41
336012.0,B Akhil,5.0,4
336012.0,CL White,26.0,21
336012.0,MV Boucher,18.0,15
336012.0,Misbah-ul-Haq,0.0,1
336012.0,P Kumar,8.0,11
336012.0,R Dravid,11.0,16
336012.0,R Vinay Kumar,23.0,22
336012.0,RV Uthappa,19.0,16
336012.0,SP Goswami,20.0,24
336012.0,SR Tendulkar,40.0,47
336012.0,ST Jayasuriya,54.0,39
336012.0,V Kohli,0.0,1
336013.0,DPMD Jayawardene,8.0,6
336013.0,IK Pathan,40.0,18
336013.0,JA Morkel,7.0,6
336013.0,JR Hopes,14.0,7
336013.0,K Goel,1.0,7
336013.0,MS Dhoni,60.0,44
336013.0,PP Chawla,17.0,16
336013.0,RR Sarwan,20.0,22
336013.0,S Badrinath,64.0,52
336013.0,S Vidyut,8.0,6
336013.0,SE Marsh,58.0,39
336013.0,SK Raina,26.0,19
336013.0,SP Fleming,1.0,4
336013.0,U Kaul,0.0,1
336013.0,VRV Singh,0.0,1
336013.0,Yuvraj Singh,2.0,5
336014.0,A Chopra,24.0,25
336014.0,AC Gilchrist,24.0,17
336014.0,DB Ravi Teja,10.0,7
336014.0,DJ Hussey,57.0,29
336014.0,HH Gibbs,5.0,8
336014.0,LR Shukla,14.0,3
336014.0,RG Sharma,33.0,24
336014.0,RP Singh,6.0,4
336014.0,SB Bangar,2.0,4
336014.0,SB Styris,5.0,11
336014.0,SC Ganguly,91.0,58
336014.0,Salman Butt,4.0,4
336014.0,T Taibu,9.0,5
336014.0,WPUJC Vaas,9.0,8
336014.0,Y Venugopal Rao,71.0,45
336015.0,A Mishra,4.0,5
336015.0,AB de Villiers,20.0,23
336015.0,AD Mascarenhas,9.0,8
336015.0,G Gambhir,31.0,23
336015.0,GC Smith,24.0,29
336015.0,KD Karthik,13.0,16
336015.0,M Kaif,1.0,5
336015.0,M Rawat,5.0,4
336015.0,MF Maharoof,39.0,16
336015.0,NK Patel,4.0,2
336015.0,RA Jadeja,6.0,7
336015.0,S Dhawan,3.0,3
336015.0,SK Warne,11.0,12
336015.0,SR Watson,74.0,42
336015.0,TM Dilshan,18.0,15
336015.0,V Sehwag,17.0,21
336015.0,VY Mahesh,0.0,1
336015.0,YK Pathan,8.0,13
336016.0,A Kumble,0.0,1
336016.0,CL White,10.0,15
336016.0,J Arunkumar,1.0,3
336016.0,JR Hopes,27.0,19
336016.0,LA Pomersbach,34.0,24
336016.0,MV Boucher,39.0,33
336016.0,Misbah-ul-Haq,21.0,8
336016.0,P Kumar,5.0,7
336016.0,R Dravid,29.0,26
336016.0,R Vinay Kumar,1.0,4
336016.0,SE Marsh,74.0,54
336016.0,V Kohli,21.0,23
336016.0,Z Khan,1.0,4
336017.0,A Chopra,13.0,18
336017.0,A Mishra,31.0,32
336017.0,AB de Villiers,7.0,12
336017.0,DJ Hussey,31.0,32
336017.0,G Gambhir,10.0,7
336017.0,Iqbal Abdulla,1.0,2
336017.0,LR Shukla,10.0,8
336017.0,MF Maharoof,10.0,12
336017.0,MK Tiwary,9.0,7
336017.0,PJ Sangwan,0.0,1
336017.0,S Dhawan,7.0,11
336017.0,SC Ganguly,7.0,6
336017.0,Salman Butt,48.0,47
336017.0,T Taibu,7.0,9
336017.0,TM Dilshan,25.0,19
336017.0,V Sehwag,0.0,2
336017.0,VY Mahesh,3.0,7
336017.0,WP Saha,5.0,6
336018.0,CK Kapugedera,0.0,2
336018.0,JA Morkel,5.0,7
336018.0,MS Dhoni,43.0,37
336018.0,RV Uthappa,16.0,22
336018.0,S Badrinath,53.0,35
336018.0,S Vidyut,16.0,11
336018.0,SK Raina,1.0,6
336018.0,SP Fleming,26.0,29
336018.0,SR Tendulkar,12.0,19
336018.0,ST Jayasuriya,114.0,53
336019.0,D Salunkhe,6.0,3
336019.0,JR Hopes,51.0,35
336019.0,Kamran Akmal,24.0,8
336019.0,LA Pomersbach,1.0,1
336019.0,M Kaif,1.0,5
336019.0,M Rawat,23.0,19
336019.0,NK Patel,57.0,40
336019.0,Pankaj Singh,1.0,5
336019.0,SE Marsh,115.0,72
336019.0,SR Watson,22.0,19
336019.0,YK Pathan,39.0,15
336019.0,Younis Khan,3.0,7
336019.0,Yuvraj Singh,49.0,16
336020.0,AC Gilchrist,14.0,10
336020.0,DB Ravi Teja,9.0,5
336020.0,DP Vijaykumar,1.0,1
336020.0,G Gambhir,79.0,51
336020.0,HH Gibbs,22.0,23
336020.0,MF Maharoof,19.0,11
336020.0,MK Tiwary,4.0,1
336020.0,PM Sarvesh Kumar,1.0,2
336020.0,PP Ojha,0.0,1
336020.0,RG Sharma,35.0,18
336020.0,RP Singh,1.0,2
336020.0,S Dhawan,68.0,54
336020.0,SB Styris,29.0,28
336020.0,Shahid Afridi,33.0,14
336020.0,TM Dilshan,16.0,6
336020.0,V Sehwag,0.0,2
336020.0,Y Venugopal Rao,34.0,18
336021.0,A Chopra,1.0,4
336021.0,AB Agarkar,15.0,14
336021.0,AB Dinda,1.0,1
336021.0,DJ Hussey,2.0,9
336021.0,DJ Thornely,1.0,6
336021.0,I Sharma,4.0,5
336021.0,LR Shukla,0.0,4
336021.0,Mohammad Hafeez,5.0,12
336021.0,RV Uthappa,9.0,8
336021.0,SC Ganguly,15.0,20
336021.0,SR Tendulkar,0.0,3
336021.0,ST Jayasuriya,48.0,21
336021.0,Salman Butt,13.0,15
336021.0,Shoaib Akhtar,2.0,8
336021.0,WP Saha,1.0,6
336022.0,DPMD Jayawardene,36.0,18
336022.0,G Gambhir,40.0,32
336022.0,JR Hopes,4.0,7
336022.0,LA Pomersbach,25.0,12
336022.0,MF Maharoof,0.0,1
336022.0,S Dhawan,8.0,5
336022.0,SE Marsh,2.0,5
336022.0,Shoaib Malik,1.0,1
336022.0,TM Dilshan,8.0,6
336022.0,V Sehwag,51.0,28
336022.0,Yuvraj Singh,23.0,8
336023.0,A Kumble,8.0,8
336023.0,Abdur Razzak,0.0,2
336023.0,CL White,10.0,17
336023.0,DT Patil,9.0,12
336023.0,GC Smith,75.0,53
336023.0,J Arunkumar,0.0,3
336023.0,JH Kallis,20.0,31
336023.0,Misbah-ul-Haq,0.0,1
336023.0,P Kumar,0.0,1
336023.0,R Dravid,75.0,37
336023.0,SA Asnodkar,50.0,46
336023.0,SR Watson,46.0,28
336023.0,V Kohli,3.0,8
336023.0,Z Khan,1.0,5
336024.0,AC Gilchrist,13.0,17
336024.0,AM Nayar,38.0,24
336024.0,DB Ravi Teja,37.0,27
336024.0,DJ Bravo,30.0,17
336024.0,DJ Thornely,8.0,18
336024.0,DNT Zoysa,10.0,7
336024.0,H Das,2.0,5
336024.0,LPC Silva,17.0,15
336024.0,PR Shah,10.0,9
336024.0,RG Sharma,6.0,10
336024.0,RP Singh,3.0,3
336024.0,RR Raje,1.0,2
336024.0,RV Uthappa,7.0,18
336024.0,SR Tendulkar,23.0,19
336024.0,ST Jayasuriya,36.0,16
336024.0,Shahid Afridi,0.0,1
336024.0,Y Venugopal Rao,57.0,39
336024.0,YV Takawale,5.0,5
336025.0,DB Das,27.0,32
336025.0,DJ Hussey,0.0,1
336025.0,LR Shukla,13.0,12
336025.0,Mohammad Hafeez,6.0,6
336025.0,PA Patel,19.0,30
336025.0,SC Ganguly,2.0,8
336025.0,SP Fleming,32.0,21
336025.0,Salman Butt,73.0,56
336025.0,WP Saha,15.0,9
336026.0,AB de Villiers,21.0,25
336026.0,B Akhil,3.0,3
336026.0,B Chipli,2.0,11
336026.0,CL White,1.0,2
336026.0,G Gambhir,39.0,32
336026.0,JH Kallis,25.0,24
336026.0,KD Karthik,6.0,4
336026.0,MF Maharoof,13.0,8
336026.0,Misbah-ul-Haq,47.0,25
336026.0,P Kumar,2.0,5
336026.0,R Dravid,9.0,11
336026.0,S Dhawan,16.0,13
336026.0,SP Goswami,52.0,43
336026.0,TM Dilshan,4.0,10
336026.0,V Sehwag,47.0,19
336026.0,Z Khan,4.0,1
336027.0,AB Agarkar,5.0,2
336027.0,DB Das,31.0,20
336027.0,DJ Hussey,11.0,15
336027.0,GC Smith,24.0,24
336027.0,I Sharma,2.0,1
336027.0,LR Shukla,15.0,10
336027.0,M Kaif,34.0,32
336027.0,Mohammad Hafeez,4.0,8
336027.0,SA Asnodkar,5.0,3
336027.0,SC Ganguly,32.0,34
336027.0,SR Watson,19.0,15
336027.0,Salman Butt,24.0,22
336027.0,Sohail Tanvir,13.0,8
336027.0,Umar Gul,7.0,4
336027.0,WP Saha,11.0,6
336027.0,YK Pathan,48.0,20
336028.0,A Nehra,0.0,1
336028.0,AM Nayar,27.0,18
336028.0,CRD Fernando,2.0,1
336028.0,DPMD Jayawardene,1.0,2
336028.0,DR Smith,20.0,16
336028.0,IK Pathan,9.0,6
336028.0,JR Hopes,0.0,1
336028.0,LA Pomersbach,79.0,52
336028.0,PR Shah,5.0,5
336028.0,RV Uthappa,9.0,13
336028.0,SD Chitnis,15.0,6
336028.0,SE Marsh,81.0,57
336028.0,SM Pollock,0.0,1
336028.0,SR Tendulkar,65.0,47
336028.0,ST Jayasuriya,20.0,15
336028.0,VS Yeligati,2.0,2
336028.0,Yuvraj Singh,7.0,6
336029.0,A Kumble,2.0,1
336029.0,B Akhil,6.0,7
336029.0,JA Morkel,1.0,5
336029.0,JH Kallis,5.0,5
336029.0,L Balaji,0.0,5
336029.0,M Ntini,0.0,6
336029.0,MS Dhoni,4.0,8
336029.0,MS Gony,4.0,5
336029.0,MV Boucher,17.0,15
336029.0,Misbah-ul-Haq,4.0,6
336029.0,P Kumar,21.0,11
336029.0,PA Patel,24.0,31
336029.0,R Dravid,47.0,39
336029.0,R Vinay Kumar,0.0,1
336029.0,S Badrinath,1.0,3
336029.0,S Vidyut,0.0,3
336029.0,SK Raina,21.0,20
336029.0,SP Fleming,45.0,40
336029.0,SP Goswami,10.0,19
336029.0,V Kohli,10.0,17
336031.0,AC Gilchrist,50.0,42
336031.0,DPMD Jayawardene,14.0,11
336031.0,HH Gibbs,44.0,35
336031.0,KC Sangakkara,50.0,25
336031.0,LA Pomersbach,13.0,12
336031.0,LPC Silva,23.0,10
336031.0,PP Chawla,16.0,10
336031.0,RG Sharma,50.0,27
336031.0,SB Styris,1.0,2
336031.0,SE Marsh,60.0,46
336031.0,Y Venugopal Rao,2.0,5
336031.0,Yuvraj Singh,17.0,18
336032.0,AM Nayar,1.0,3
336032.0,DR Smith,17.0,17
336032.0,G Gambhir,19.0,9
336032.0,KD Karthik,56.0,32
336032.0,MF Maharoof,20.0,13
336032.0,MK Tiwary,36.0,29
336032.0,PR Shah,0.0,1
336032.0,RV Uthappa,46.0,23
336032.0,S Dhawan,27.0,30
336032.0,SD Chitnis,3.0,4
336032.0,SM Pollock,16.0,15
336032.0,SR Tendulkar,18.0,19
336032.0,ST Jayasuriya,66.0,45
336032.0,TM Dilshan,0.0,1
336032.0,V Sehwag,18.0,6
336033.0,A Mukund,0.0,1
336033.0,GC Smith,91.0,52
336033.0,JA Morkel,71.0,41
336033.0,Kamran Akmal,53.0,28
